seq,wall_ts,mono_ts,can_id,is_extended,is_remote,is_error,is_local,direction,dlc,data_hex,interface
655,1786725780.4340148,617451.849127197,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
656,1786725780.484224,617451.899337697,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
657,1786725780.635612,617452.050725155,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
658,1786725780.6612692,617452.076382114,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
659,1786725780.6622443,617452.077351072,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
660,1786725780.885269,617452.300380864,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
661,1786725780.9343147,617452.349427781,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
662,1786725780.983993,617452.399106781,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
663,1786725781.0353587,617452.450471322,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
664,1786725781.0839553,617452.499067614,854,0,0,0,0,BUS_RX,8,65151200F0000000,can1
665,1786725781.1339686,617452.549081489,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
666,1786725781.13519,617452.550298906,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
667,1786725781.1841266,617452.599239156,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
668,1786725781.2340744,617452.649186489,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
669,1786725781.2841039,617452.699216447,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
670,1786725781.335533,617452.750644906,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
671,1786725781.3843405,617452.799452739,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
672,1786725781.3855886,617452.800696156,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
673,1786725781.4342473,617452.849359739,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
674,1786725781.4839478,617452.899058864,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
675,1786725781.633874,617453.048985698,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
676,1786725781.6615326,617453.076645739,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
677,1786725781.6626084,617453.077716864,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
678,1786725781.8838625,617453.298974739,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
679,1786725781.9340966,617453.349209573,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
680,1786725781.9840796,617453.399191989,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
681,1786725782.0342293,617453.449342198,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
682,1786725782.0838788,617453.498990823,854,0,0,0,0,BUS_RX,8,64151200F0000000,can1
683,1786725782.1339083,617453.549019615,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
684,1786725782.1350555,617453.550163115,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
685,1786725782.1838627,617453.598975073,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
686,1786725782.2338579,617453.648970323,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
687,1786725782.2838905,617453.699001656,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
688,1786725782.333846,617453.748959115,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
689,1786725782.3840759,617453.799189323,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
690,1786725782.385658,617453.800768156,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
691,1786725782.4338126,617453.848924156,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
692,1786725782.4838407,617453.898952781,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
693,1786725782.6338053,617454.048916948,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
694,1786725782.6617603,617454.076873323,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
695,1786725782.662869,617454.077977115,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
696,1786725782.8843024,617454.299413948,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
697,1786725782.9358165,617454.350930407,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
698,1786725782.9838843,617454.398994198,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
699,1786725783.0341825,617454.449295073,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
700,1786725783.0838015,617454.498913198,854,0,0,0,0,BUS_RX,8,64151100F0000000,can1
701,1786725783.1347432,617454.549856532,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
702,1786725783.1362343,617454.551341657,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
703,1786725783.1840527,617454.599166115,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
704,1786725783.2339385,617454.649050865,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
705,1786725783.2838335,617454.698946907,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
706,1786725783.3338797,617454.74899174,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
707,1786725783.386923,617454.802035532,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
708,1786725783.3879635,617454.803071907,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
709,1786725783.4339957,617454.84910774,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
710,1786725783.4839292,617454.899041782,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
711,1786725783.633824,617455.04893574,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
712,1786725783.6615033,617455.076615449,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
713,1786725783.663837,617455.078948657,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
714,1786725783.8838701,617455.298982199,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
715,1786725783.9338171,617455.34892899,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
716,1786725783.9837654,617455.398877865,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
717,1786725784.036398,617455.451506907,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
718,1786725784.0838394,617455.498951699,854,0,0,0,0,BUS_RX,8,65150F00F0000000,can1
719,1786725784.1339514,617455.54906424,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
720,1786725784.135194,617455.550302449,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
721,1786725784.1839154,617455.599026532,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
722,1786725784.2338316,617455.648943782,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
723,1786725784.2837987,617455.698911616,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
724,1786725784.333852,617455.748964532,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
725,1786725784.3837833,617455.798895866,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
726,1786725784.3852992,617455.800427782,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
727,1786725784.434344,617455.849457074,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
728,1786725784.4851098,617455.900216574,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
729,1786725784.6353385,617456.050451616,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
730,1786725784.6627066,617456.077818074,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
731,1786725784.6638536,617456.078959449,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
732,1786725784.8840308,617456.302879741,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
733,1786725784.9346604,617456.349772491,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
734,1786725784.9843843,617456.399497241,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
735,1786725785.0339055,617456.449036199,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
736,1786725785.0838702,617456.498983324,854,0,0,0,0,BUS_RX,8,66151200F0000000,can1
737,1786725785.1340268,617456.549139033,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
738,1786725785.1351612,617456.550269991,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
739,1786725785.1840901,617456.599202408,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
740,1786725785.2342165,617456.649328658,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
741,1786725785.28403,617456.699141616,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
742,1786725785.333757,617456.748870158,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
743,1786725785.3838205,617456.798933366,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
744,1786725785.3848164,617456.799922824,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
745,1786725785.434728,617456.849836824,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
746,1786725785.483965,617456.899077658,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
747,1786725785.6338062,617457.048919033,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
748,1786725785.6634111,617457.078523158,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
749,1786725785.6645913,617457.07969945,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
750,1786725785.8839824,617457.299114991,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
751,1786725785.9363413,617457.351454283,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
752,1786725785.9852724,617457.40038545,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
753,1786725786.0342882,617457.449400366,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
754,1786725786.0851383,617457.500277658,854,0,0,0,0,BUS_RX,8,65151100F0000000,can1
755,1786725786.1365514,617457.551665283,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
756,1786725786.1379185,617457.553026616,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
757,1786725786.1840675,617457.599181116,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
758,1786725786.233945,617457.649056991,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
759,1786725786.2838871,617457.698999366,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
760,1786725786.3337054,617457.748834367,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
761,1786725786.3838441,617457.798956158,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
762,1786725786.3851283,617457.800238242,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
763,1786725786.4337654,617457.848879075,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
764,1786725786.4853067,617457.900420492,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
765,1786725786.6338196,617458.0489332,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
766,1786725786.6601248,617458.075236783,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
767,1786725786.661078,617458.076183908,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
768,1786725786.8857117,617458.300825158,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
769,1786725786.9340804,617458.349193242,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
770,1786725786.985688,617458.4008032,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
771,1786725787.0337603,617458.4488742,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
772,1786725787.0843754,617458.499484242,854,0,0,0,0,BUS_RX,8,65151000F0000000,can1
773,1786725787.136541,617458.551654325,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
774,1786725787.1377082,617458.55281695,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
775,1786725787.1840239,617458.599137284,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
776,1786725787.2353435,617458.650456992,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
777,1786725787.2840147,617458.69912645,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
778,1786725787.3338087,617458.748919617,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
779,1786725787.385237,617458.800351117,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
780,1786725787.3862147,617458.801320867,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
781,1786725787.4338,617458.848911659,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
782,1786725787.4847834,617458.899895284,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
783,1786725787.634128,617459.049242242,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
784,1786725787.6606462,617459.07575895,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
785,1786725787.6616013,617459.076707575,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
786,1786725787.884158,617459.299270867,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
787,1786725787.9336216,617459.348734992,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
788,1786725787.9836013,617459.398713284,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
789,1786725788.0336897,617459.448802367,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
790,1786725788.0837557,617459.498867701,854,0,0,0,0,BUS_RX,8,65151100F0000000,can1
791,1786725788.1336226,617459.548734992,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
792,1786725788.1346889,617459.549795617,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
793,1786725788.1836379,617459.598750242,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
794,1786725788.2335486,617459.648660784,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
795,1786725788.28361,617459.698722784,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
796,1786725788.3335826,617459.748695284,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
797,1786725788.383619,617459.798732242,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
798,1786725788.3846488,617459.799758159,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
799,1786725788.4335668,617459.848678326,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
800,1786725788.4835415,617459.898653701,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
801,1786725788.6348777,617460.049990409,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
802,1786725788.661196,617460.076308409,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
803,1786725788.6622546,617460.077362118,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
804,1786725788.8838096,617460.298921284,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
805,1786725788.9341383,617460.349251409,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
806,1786725788.9836423,617460.398753743,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
807,1786725789.0335393,617460.448650659,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
808,1786725789.0835128,617460.498624701,854,0,0,0,0,BUS_RX,8,66151200F0000000,can1
809,1786725789.135331,617460.550442493,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
810,1786725789.1363428,617460.551450576,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
811,1786725789.1865401,617460.601651868,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
812,1786725789.2347617,617460.649873826,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
813,1786725789.2835288,617460.698640118,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
814,1786725789.3335025,617460.748614701,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
815,1786725789.3835292,617460.79864166,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
816,1786725789.3847573,617460.799864951,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
817,1786725789.4335008,617460.848612743,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
818,1786725789.4835563,617460.898668076,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
819,1786725789.6335137,617461.048626201,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
820,1786725789.6617925,617461.07690566,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
821,1786725789.6629012,617461.07801091,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
822,1786725789.8834896,617461.29860191,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
823,1786725789.9335854,617461.348697577,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
824,1786725789.983486,617461.398598327,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
825,1786725790.0335133,617461.44862566,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
826,1786725790.083579,617461.498691868,854,0,0,0,0,BUS_RX,8,66150F00F0000000,can1
827,1786725790.1336126,617461.548724993,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
828,1786725790.1345801,617461.549686702,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
829,1786725790.183622,617461.598732952,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
830,1786725790.2335112,617461.648622993,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
831,1786725790.2834864,617461.698598702,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
832,1786725790.3340132,617461.74912541,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
833,1786725790.3880503,617461.803165243,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
834,1786725790.389284,617461.804401452,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
835,1786725790.4339163,617461.84902841,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
836,1786725790.4837372,617461.898850285,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
837,1786725790.6336029,617462.048715577,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
838,1786725790.6635075,617462.078636577,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
839,1786725790.6648302,617462.079937577,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
840,1786725790.884023,617462.29913616,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
841,1786725790.9354777,617462.35059191,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
842,1786725790.9837162,617462.398830119,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
843,1786725791.0336235,617462.448736702,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
844,1786725791.0835574,617462.498669452,854,0,0,0,0,BUS_RX,8,65151000F0000000,can1
845,1786725791.1337497,617462.548862327,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
846,1786725791.1347783,617462.549885119,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
847,1786725791.1838343,617462.598946619,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
848,1786725791.235212,617462.650324786,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
849,1786725791.2847595,617462.699872369,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
850,1786725791.3334222,617462.748533202,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
851,1786725791.3853533,617462.800466536,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
852,1786725791.3864899,617462.801596327,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
853,1786725791.4335115,617462.848624536,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
854,1786725791.4837003,617462.898810244,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
855,1786725791.6334665,617463.048580327,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
856,1786725791.6632047,617463.078315994,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
857,1786725791.6641955,617463.079303286,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
858,1786725791.8852484,617463.300361286,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
859,1786725791.9336233,617463.348736078,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
860,1786725791.9836128,617463.398727911,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
861,1786725792.0357487,617463.450861411,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
862,1786725792.0834138,617463.498525536,854,0,0,0,0,BUS_RX,8,64151000F0000000,can1
863,1786725792.1337242,617463.548845578,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
864,1786725792.1348267,617463.549933119,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
865,1786725792.1834407,617463.598570036,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
866,1786725792.240236,617463.655349578,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
867,1786725792.2835746,617463.698687036,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
868,1786725792.3336594,617463.748771494,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
869,1786725792.386702,617463.801810536,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
870,1786725792.3877215,617463.802827578,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
871,1786725792.4333396,617463.848451786,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
872,1786725792.4834938,617463.898620911,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
873,1786725792.633847,617464.048962453,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
874,1786725792.6599603,617464.075072911,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
875,1786725792.6609256,617464.076032203,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
876,1786725792.8860803,617464.301194245,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
877,1786725792.9334104,617464.34852312,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
878,1786725792.9835763,617464.398689245,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
879,1786725793.0392976,617464.45441462,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
880,1786725793.0838656,617464.498977995,854,0,0,0,0,BUS_RX,8,65151000F0000000,can1
881,1786725793.1481004,617464.563211911,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
882,1786725793.1491466,617464.564255203,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
883,1786725793.1835325,617464.598644203,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
884,1786725793.233743,617464.648855536,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
885,1786725793.2835364,617464.69864837,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
886,1786725793.3335614,617464.748673495,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
887,1786725793.3895006,617464.804613287,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
888,1786725793.3906415,617464.805749787,1023,0,0,0,0,BUS_RX,8,630F960000000001,can1
889,1786725793.433837,617464.848949578,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
890,1786725793.4853182,617464.900431495,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
891,1786725793.6333964,617465.048509162,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
892,1786725793.6656222,617465.080734828,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
893,1786725793.6666853,617465.081793453,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
894,1786725793.883924,617465.29903737,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
895,1786725793.9354913,617465.350605287,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
896,1786725793.9833672,617465.39848187,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
897,1786725794.033338,617465.448450495,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
898,1786725794.0851903,617465.500317079,854,0,0,0,0,BUS_RX,8,66151000F0000000,can1
899,1786725794.133534,617465.548648287,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
900,1786725794.1347318,617465.54984012,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
901,1786725794.1835265,617465.59863837,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
902,1786725794.2337375,617465.64885137,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
903,1786725794.2847552,617465.699868204,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
904,1786725794.333607,617465.748720912,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
905,1786725794.3833582,617465.79847112,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
906,1786725794.384674,617465.799781954,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
907,1786725794.433328,617465.848440662,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
908,1786725794.48561,617465.900719537,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
909,1786725794.6332278,617466.04834012,1023,0,0,0,0,BUS_RX,8,630F970000000001,can1
910,1786725794.6611888,617466.076302329,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
911,1786725794.6624184,617466.077526329,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
912,1786725794.883811,617466.298923746,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
913,1786725794.9352841,617466.350396537,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
914,1786725794.983402,617466.398513954,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
915,1786725795.0332408,617466.448352662,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
916,1786725795.0835469,617466.498659246,854,0,0,0,0,BUS_RX,8,65151000F0000000,can1
917,1786725795.1333652,617466.548478371,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
918,1786725795.134528,617466.549643329,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
919,1786725795.183353,617466.598464746,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
920,1786725795.2332711,617466.648383121,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
921,1786725795.283218,617466.698330454,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
922,1786725795.333236,617466.748347537,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
923,1786725795.3844266,617466.799539079,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
924,1786725795.3860419,617466.801148496,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
925,1786725795.4331892,617466.848301038,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
926,1786725795.484042,617466.899153913,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
927,1786725795.6427953,617467.057907121,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
928,1786725795.660224,617467.075335704,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
929,1786725795.6612508,617467.076357663,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
930,1786725795.8832784,617467.298390413,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
931,1786725795.9332893,617467.348401954,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
932,1786725795.9832144,617467.398327246,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
933,1786725796.035273,617467.450384996,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
934,1786725796.0835857,617467.498698121,854,0,0,0,0,BUS_RX,8,65150E00F0000000,can1
935,1786725796.1331894,617467.548300371,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
936,1786725796.1341512,617467.549257955,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
937,1786725796.1838887,617467.599001996,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
938,1786725796.2332103,617467.648320371,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
939,1786725796.2831948,617467.698307288,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
940,1786725796.3331716,617467.748282163,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
941,1786725796.3832436,617467.798355538,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
942,1786725796.3853006,617467.80041258,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
943,1786725796.4332147,617467.848325705,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
944,1786725796.4831963,617467.898308663,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
945,1786725796.635177,617468.050288163,1023,0,0,0,0,BUS_RX,8,630F980000000001,can1
