seq,wall_ts,mono_ts,can_id,is_extended,is_remote,is_error,dlc,data_hex,interface
29,1786717964.689772,609636.234493137,485490497,1,0,0,8,6699EBEC8A7B0000,can0
30,1786717964.6951056,609636.239820387,485490497,1,0,0,8,6699F3EC01000000,can0
31,1786717964.697701,609636.24241972,485490497,1,0,0,8,6699FCECE5020000,can0
32,1786717964.6985278,609636.243242054,485490497,1,0,0,8,6699FBEC4E550000,can0
33,1786717964.7567394,609636.301517929,435295297,1,0,0,8,007B15C30004742B,can0
34,1786717964.7607288,609636.305445846,435294785,1,0,0,8,600B2B0000FFFFFF,can0
35,1786717964.7616706,609636.306469137,435294785,1,0,0,8,61FF4800FFFFFFFF,can0
36,1786717964.764208,609636.308922679,435357505,1,0,0,8,2B01AA0B6B0000FF,can0
37,1786717964.7650104,609636.309726096,435294785,1,0,0,8,600B2B0103FFFFFF,can0
38,1786717964.76997,609636.314684429,435294785,1,0,0,8,61FFFFFFFFFFFFFF,can0
39,1786717964.7707558,609636.315471221,435357505,1,0,0,8,2B02090C8F0000FF,can0
40,1786717964.7714505,609636.316164554,435294785,1,0,0,8,400B2B0203FFFFFF,can0
41,1786717964.772145,609636.316859471,435294785,1,0,0,8,41FFFFFFFFFFFFFF,can0
42,1786717964.7729213,609636.317636512,435357505,1,0,0,8,2B035B0C710000FF,can0
43,1786717964.773737,609636.318451179,435294785,1,0,0,8,400B2B0303FFFFFF,can0
44,1786717964.7828147,609636.327533387,435294785,1,0,0,8,41FFFFFFFFFFFFFF,can0
45,1786717964.783697,609636.328411262,435357505,1,0,0,8,2B048808030000FF,can0
46,1786717964.786482,609636.331196471,435294785,1,0,0,8,400B2B0403FFFFFF,can0
47,1786717964.7884421,609636.333160387,435294785,1,0,0,8,41FFFFFFFFFFFFFF,can0
48,1786717964.7893033,609636.334017221,435357249,1,0,0,8,2BFFFC00FFFFFFFF,can0
49,1786717964.8255837,609636.370303554,485490496,1,0,0,8,6699BCED431C0200,can0
50,1786717964.8265834,609636.371297637,485490496,1,0,0,8,6699B1ED53DA7900,can0
51,1786717964.828868,609636.373585554,485490496,1,0,0,8,6699CCEC82A90000,can0
52,1786717964.830045,609636.374759429,485490496,1,0,0,8,6699CBEC08790000,can0
53,1786717964.8312228,609636.375939429,485490496,1,0,0,8,6699DCEC959D0000,can0
54,1786717964.834039,609636.378755387,485490496,1,0,0,8,6699DBECDA7B0000,can0
55,1786717964.83867,609636.383387887,485490496,1,0,0,8,6699ECECA2680000,can0
56,1786717964.8404403,609636.385156387,485490496,1,0,0,8,6699EBEC6A780000,can0
57,1786717964.8417106,609636.386434554,485490496,1,0,0,8,6699FCECAA6C0000,can0
58,1786717964.8446066,609636.389328679,485490496,1,0,0,8,6699FBEC354B0000,can0
59,1786717964.8891706,609636.433888971,485441761,1,0,0,8,669915203D030000,can0
60,1786717964.8914876,609636.436202804,485442017,1,0,0,8,6699152003030000,can0
61,1786717964.8947814,609636.439496387,485490496,1,0,0,8,669915203D030000,can0
62,1786717964.898779,609636.443496096,485490497,1,0,0,8,6699152003030000,can0
63,1786717964.9039338,609636.448653429,485490657,1,0,0,8,6699FF0FAC260000,can0
64,1786717964.9049091,609636.449622346,485490657,1,0,0,8,66991C203C47FFFF,can0
65,1786717964.9596615,609636.504380721,485490496,1,0,0,8,6699C3EC02000000,can0
66,1786717964.9606593,609636.505375721,485490496,1,0,0,8,6699D3EC02000000,can0
67,1786717965.0210726,609636.565801554,485490657,1,0,0,8,669902207B150000,can0
68,1786717965.0289955,609636.573716012,485490657,1,0,0,8,669903204C090000,can0
69,1786717965.0577807,609636.602499679,485490496,1,0,0,8,6699DBED70120000,can0
70,1786717965.1587,609636.703415679,485490496,1,0,0,8,66998DED7C150000,can0
71,1786717965.1776018,609636.722322804,773,0,0,0,8,0000000000000000,can0
72,1786717965.1787572,609636.723471179,775,0,0,0,8,1234567856494300,can0
73,1786717965.624896,609637.169615346,485490497,1,0,0,8,66998FEDC2000000,can0
74,1786717965.6259596,609637.170675388,485490497,1,0,0,8,6699DBED48120000,can0
75,1786717965.6731825,609637.217902804,485490497,1,0,0,8,6699BCEDDCB50100,can0
76,1786717965.6742795,609637.218994971,485490497,1,0,0,8,6699B1ED5244D505,can0
77,1786717965.6751468,609637.219862263,485490497,1,0,0,8,6699CCEC077C0000,can0
78,1786717965.6762872,609637.221001638,485490497,1,0,0,8,6699CBECCC740000,can0
79,1786717965.677077,609637.221791263,485490497,1,0,0,8,6699DCECF2AB0000,can0
80,1786717965.6785357,609637.223251763,485490497,1,0,0,8,6699DBEC5F780000,can0
81,1786717965.680178,609637.224913054,485490497,1,0,0,8,6699ECEC208B0000,can0
82,1786717965.681152,609637.225866554,485490497,1,0,0,8,6699EBEC8A7B0000,can0
83,1786717965.6822796,609637.226994721,485490497,1,0,0,8,6699FCECF0020000,can0
84,1786717965.6830585,609637.227773388,485490497,1,0,0,8,6699FBEC4E550000,can0
85,1786717965.7705636,609637.315283888,485490496,1,0,0,8,6699DBED66120000,can0
86,1786717965.822869,609637.367588638,485490496,1,0,0,8,6699BCED2F1D0200,can0
87,1786717965.8239036,609637.368618638,485490496,1,0,0,8,6699B1ED931C7900,can0
88,1786717965.8250806,609637.369795804,485490496,1,0,0,8,6699C3EC01000000,can0
89,1786717965.8279765,609637.372691138,485490496,1,0,0,8,6699CCEC73A90000,can0
90,1786717965.8287961,609637.373510971,485490496,1,0,0,8,6699CBEC82780000,can0
91,1786717965.8297145,609637.374429138,485490496,1,0,0,8,6699D3EC01000000,can0
92,1786717965.8304555,609637.375169263,485490496,1,0,0,8,6699DCEC689D0000,can0
93,1786717965.8338969,609637.378620638,485490496,1,0,0,8,6699DBECDB7B0000,can0
94,1786717965.8347943,609637.379508763,485490496,1,0,0,8,6699ECECB2680000,can0
95,1786717965.8358305,609637.380545513,485490496,1,0,0,8,6699EBEC6B780000,can0
96,1786717965.8365734,609637.381287554,485490496,1,0,0,8,6699FCEC5D6D0000,can0
97,1786717965.840065,609637.384782221,485490496,1,0,0,8,6699FBECAC4A0000,can0
98,1786717965.9056938,609637.450413096,485490657,1,0,0,8,6699FF0FAC260000,can0
99,1786717965.906508,609637.451222179,485490657,1,0,0,8,66991C20A047FFFF,can0
100,1786717966.0542119,609637.598932513,435295296,1,0,0,8,007C151801047422,can0
101,1786717966.0616336,609637.606349346,435294784,1,0,0,8,800B220000FFFFFF,can0
102,1786717966.0627968,609637.607511513,435294784,1,0,0,8,81FF4A00FFFFFFFF,can0
103,1786717966.0636346,609637.608348888,435357504,1,0,0,8,22010D0C8B0000FF,can0
104,1786717966.064304,609637.609018804,435294784,1,0,0,8,800B220103FFFFFF,can0
105,1786717966.0650697,609637.609789929,435294784,1,0,0,8,81FFFFFFFFFFFFFF,can0
106,1786717966.0711713,609637.615885054,435357504,1,0,0,8,2202620C7E0000FF,can0
107,1786717966.0718637,609637.616577096,435294784,1,0,0,8,600B220203FFFFFF,can0
108,1786717966.0724373,609637.617150179,435294784,1,0,0,8,61FFFFFFFFFFFFFF,can0
109,1786717966.0729342,609637.617646679,435357504,1,0,0,8,22030A0C570000FF,can0
110,1786717966.0734203,609637.618132763,435294784,1,0,0,8,600B220303FFFFFF,can0
111,1786717966.073895,609637.618607513,435294784,1,0,0,8,61FFFFFFFFFFFFFF,can0
112,1786717966.0743597,609637.619072679,435357504,1,0,0,8,22047807930000FF,can0
113,1786717966.0748382,609637.619550929,435294784,1,0,0,8,600B220403FFFFFF,can0
114,1786717966.0844433,609637.629160638,435294784,1,0,0,8,61FFFFFFFFFFFFFF,can0
115,1786717966.0869193,609637.631634263,435357248,1,0,0,8,22FFFC00FFFFFFFF,can0
116,1786717966.1794956,609637.724215096,773,0,0,0,8,0000000000000000,can0
117,1786717966.180602,609637.725317471,775,0,0,0,8,1234567856494300,can0
118,1786717966.1830847,609637.727804305,485441761,1,0,0,8,66990100D0EDFCFF,can0
119,1786717966.1842651,609637.72898168,485441761,1,0,0,8,66990100DCEDFEFF,can0
120,1786717966.1858063,609637.730654513,485441761,1,0,0,8,66990100DAEDFFFF,can0
121,1786717966.1878064,609637.732548555,485441761,1,0,0,8,669901002720FFFF,can0
122,1786717966.1893902,609637.734105013,485490496,1,0,0,8,6699DAED00000000,can0
123,1786717966.1901193,609637.73483243,485490496,1,0,0,8,669927200AD20300,can0
124,1786717966.212912,609637.757632221,485490497,1,0,0,8,66990102FC000000,can0
125,1786717966.2141023,609637.75881568,485490497,1,0,0,8,66990A02FC000000,can0
126,1786717966.2522755,609637.796995638,485490496,1,0,0,8,6699DCED95200000,can0
127,1786717966.2537143,609637.798431055,485490496,1,0,0,8,6699DDEDE6830200,can0
128,1786717966.2546983,609637.799412513,485490496,1,0,0,8,6699D0ED730E0000,can0
129,1786717966.2581947,609637.802910971,485490496,1,0,0,8,6699D1EDF9030000,can0
130,1786717966.259638,609637.80435443,485490496,1,0,0,8,6699D2ED420E0000,can0
131,1786717966.2607052,609637.805420346,485490496,1,0,0,8,6699D3EDC9020000,can0
132,1786717966.2618182,609637.80653193,435295297,1,0,0,8,007B15C200047449,can0
133,1786717966.2628405,609637.807555471,435294785,1,0,0,8,800B490000FFFFFF,can0
134,1786717966.2638597,609637.808574513,435294785,1,0,0,8,81FF4800FFFFFFFF,can0
135,1786717966.2647712,609637.80948593,435357505,1,0,0,8,4901A90B6A0000FF,can0
136,1786717966.2683742,609637.813092513,435294785,1,0,0,8,800B490103FFFFFF,can0
137,1786717966.2694788,609637.81419493,435294785,1,0,0,8,81FFFFFFFFFFFFFF,can0
138,1786717966.2706873,609637.815401971,435357505,1,0,0,8,49020A0C8F0000FF,can0
139,1786717966.2713716,609637.816085513,435294785,1,0,0,8,600B490203FFFFFF,can0
140,1786717966.2719452,609637.816658971,435294785,1,0,0,8,61FFFFFFFFFFFFFF,can0
141,1786717966.274222,609637.818938555,435357505,1,0,0,8,49035B0C700000FF,can0
142,1786717966.2750878,609637.81980143,435294785,1,0,0,8,600B490303FFFFFF,can0
143,1786717966.2765167,609637.82123218,435294785,1,0,0,8,61FFFFFFFFFFFFFF,can0
144,1786717966.277395,609637.822109221,435357505,1,0,0,8,49048808030000FF,can0
145,1786717966.2781534,609637.822867221,435294785,1,0,0,8,600B490403FFFFFF,can0
146,1786717966.279495,609637.824210346,435294785,1,0,0,8,61FFFFFFFFFFFFFF,can0
147,1786717966.280307,609637.82502143,435357249,1,0,0,8,49FFFC00FFFFFFFF,can0
148,1786717966.2810695,609637.825783763,233966913,1,0,0,8,0001FDFFFFFFFFFF,can0
149,1786717966.2832432,609637.827960221,485490497,1,0,0,8,6699000201000000,can0
150,1786717966.2840028,609637.82871568,485490497,1,0,0,8,6699020200000000,can0
151,1786717966.2847288,609637.829441388,485490497,1,0,0,8,6699070200000000,can0
152,1786717966.285215,609637.829928221,485490497,1,0,0,8,66991E0300000000,can0
153,1786717966.2860718,609637.830784846,485490497,1,0,0,8,66991C0300000000,can0
154,1786717966.2866385,609637.83135068,485490497,1,0,0,8,66998DED7B150000,can0
155,1786717966.3094063,609637.85412418,485490497,1,0,0,8,66998FEDC2000000,can0
156,1786717966.3114073,609637.85614318,485490497,1,0,0,8,6699ECED04740000,can0
157,1786717966.313277,609637.858012263,485490497,1,0,0,8,6699DAED00000000,can0
158,1786717966.5139196,609638.058641763,485490497,1,0,0,8,6699B3ED01000000,can0
159,1786717966.514945,609638.059658721,485490497,1,0,0,8,6699BCED04B50100,can0
160,1786717966.6061509,609638.150870555,502267713,1,0,0,8,0026669950100000,can0
161,1786717966.6069858,609638.151699138,502267713,1,0,0,8,01010000FFFFFFFF,can0
162,1786717966.6075737,609638.15228743,502267713,1,0,0,8,028515AF14000000,can0
163,1786717966.6080894,609638.152801971,502267713,1,0,0,8,030000CB02000000,can0
164,1786717966.6085765,609638.153289596,502267713,1,0,0,8,0400350900009F01,can0
165,1786717966.6090522,609638.153765388,502267713,1,0,0,8,058A9A1300FFFFFF,can0
166,1786717966.62311,609638.167830138,485490497,1,0,0,8,6699DBED52120000,can0
167,1786717966.6733885,609638.218106138,485490497,1,0,0,8,6699BCED75B40100,can0
168,1786717966.6742141,609638.218927721,485490497,1,0,0,8,6699B1ED9FE8EC05,can0
169,1786717966.6749513,609638.219665096,485490497,1,0,0,8,6699CCECA87B0000,can0
170,1786717966.6756775,609638.220391263,485490497,1,0,0,8,6699CBEC92740000,can0
171,1786717966.6766438,609638.22135918,485490497,1,0,0,8,6699DCEC64AB0000,can0
172,1786717966.677412,609638.222127138,485490497,1,0,0,8,6699DBEC5F780000,can0
173,1786717966.6792436,609638.223962721,485490497,1,0,0,8,6699ECECC78A0000,can0
174,1786717966.6802225,609638.224938388,485490497,1,0,0,8,6699EBEC877B0000,can0
175,1786717966.6811855,609638.225906138,485490497,1,0,0,8,6699FCECBE020000,can0
176,1786717966.6828403,609638.227554013,485490497,1,0,0,8,6699FBEC50550000,can0
177,1786717966.7626882,609638.307408346,485490497,1,0,0,8,66994E0301000000,can0
178,1786717966.7704923,609638.315212555,485490496,1,0,0,8,6699DBED70120000,can0
179,1786717966.8222206,609638.366939555,485490496,1,0,0,8,6699BCED9D1C0200,can0
180,1786717966.823123,609638.367836388,485490496,1,0,0,8,6699B1ED576A7900,can0
181,1786717966.8237317,609638.36844493,485490496,1,0,0,8,6699CCEC14A90000,can0
182,1786717966.8244846,609638.36919918,485490496,1,0,0,8,6699CBEC83780000,can0
183,1786717966.8255954,609638.370311055,485490496,1,0,0,8,6699DCEC799D0000,can0
184,1786717966.8262777,609638.37099168,485490496,1,0,0,8,6699DBECD97B0000,can0
185,1786717966.8273442,609638.37206093,485490496,1,0,0,8,6699ECECAA680000,can0
186,1786717966.8282008,609638.372916513,485490496,1,0,0,8,6699EBEC62780000,can0
187,1786717966.8292086,609638.37392393,485490496,1,0,0,8,6699FCEC786D0000,can0
188,1786717966.8302534,609638.374967763,485490496,1,0,0,8,6699FBECB04A0000,can0
189,1786717966.8940399,609638.438758805,485490657,1,0,0,8,6699FF0FAC260000,can0
190,1786717966.8995218,609638.44424193,485490657,1,0,0,8,66991C200448FFFF,can0
191,1786717967.1891563,609638.73387493,773,0,0,0,8,0000000000000000,can0
192,1786717967.1901176,609638.734831388,775,0,0,0,8,1234567856494300,can0
193,1786717967.3802514,609638.924970888,485490657,1,0,0,8,669901207C150000,can0
194,1786717967.383601,609638.928316138,485490657,1,0,0,8,66990E200D000000,can0
195,1786717967.5540364,609639.098756764,435295296,1,0,0,8,007C151801047440,can0
196,1786717967.5550423,609639.099756639,435294784,1,0,0,8,A00B400000FFFFFF,can0
197,1786717967.5558228,609639.100536389,435294784,1,0,0,8,A1FF4A00FFFFFFFF,can0
198,1786717967.5563915,609639.101104222,435357504,1,0,0,8,40010C0C8B0000FF,can0
199,1786717967.5568943,609639.10160618,435294784,1,0,0,8,A00B400103FFFFFF,can0
200,1786717967.5573807,609639.102093597,435294784,1,0,0,8,A1FFFFFFFFFFFFFF,can0
201,1786717967.5592988,609639.104013889,435357504,1,0,0,8,4002630C800000FF,can0
202,1786717967.5601492,609639.104862764,435294784,1,0,0,8,800B400203FFFFFF,can0
203,1786717967.5607386,609639.10545143,435294784,1,0,0,8,81FFFFFFFFFFFFFF,can0
204,1786717967.5612588,609639.105971597,435357504,1,0,0,8,40030A0C560000FF,can0
205,1786717967.5617654,609639.106477805,435294784,1,0,0,8,800B400303FFFFFF,can0
206,1786717967.562476,609639.107190222,435294784,1,0,0,8,81FFFFFFFFFFFFFF,can0
207,1786717967.5638819,609639.10860143,435357504,1,0,0,8,40047807920000FF,can0
208,1786717967.5649638,609639.109678597,435294784,1,0,0,8,800B400403FFFFFF,can0
209,1786717967.5666997,609639.111417222,435294784,1,0,0,8,81FFFFFFFFFFFFFF,can0
210,1786717967.5676322,609639.11234468,435357248,1,0,0,8,40FFFC00FFFFFFFF,can0
211,1786717967.5681536,609639.112866472,485490496,1,0,0,8,66998DED7D150000,can0
212,1786717967.620884,609639.165604264,485490497,1,0,0,8,6699DBED52120000,can0
213,1786717967.6725676,609639.217284889,485490497,1,0,0,8,6699BCEDECB40100,can0
214,1786717967.6735275,609639.218241889,485490497,1,0,0,8,6699B1ED5C69F305,can0
215,1786717967.6743624,609639.219076972,485490497,1,0,0,8,6699CCEC0E7C0000,can0
216,1786717967.6757712,609639.220485889,485490497,1,0,0,8,6699CBECE1740000,can0
217,1786717967.6765244,609639.221238555,485490497,1,0,0,8,6699DCEC19AB0000,can0
218,1786717967.6770883,609639.221800972,485490497,1,0,0,8,6699DBEC61780000,can0
219,1786717967.6780381,609639.222845639,485490497,1,0,0,8,6699ECECC48A0000,can0
220,1786717967.6788218,609639.223535055,485490497,1,0,0,8,6699EBEC8E7B0000,can0
221,1786717967.6802642,609639.22498043,485490497,1,0,0,8,6699FCECC5020000,can0
222,1786717967.6818192,609639.226535347,485490497,1,0,0,8,6699FBEC4E550000,can0
223,1786717967.7555735,609639.300292722,435295297,1,0,0,8,007B15C200047467,can0
224,1786717967.7567751,609639.30149168,435294785,1,0,0,8,A00B670000FFFFFF,can0
225,1786717967.7578526,609639.302567472,435294785,1,0,0,8,A1FF4800FFFFFFFF,can0
226,1786717967.758916,609639.303631889,435357505,1,0,0,8,6701B00B6D0000FF,can0
227,1786717967.7600276,609639.304743639,435294785,1,0,0,8,A00B670103FFFFFF,can0
228,1786717967.7610161,609639.305732347,435294785,1,0,0,8,A1FFFFFFFFFFFFFF,can0
229,1786717967.761937,609639.306651389,435357505,1,0,0,8,67020A0C8E0000FF,can0
230,1786717967.7700324,609639.314747764,435294785,1,0,0,8,800B670203FFFFFF,can0
231,1786717967.7707968,609639.315511639,435294785,1,0,0,8,81FFFFFFFFFFFFFF,can0
232,1786717967.7714305,609639.31614393,435357505,1,0,0,8,67035B0C700000FF,can0
233,1786717967.7720337,609639.31674868,435294785,1,0,0,8,800B670303FFFFFF,can0
234,1786717967.7726178,609639.317331597,435294785,1,0,0,8,81FFFFFFFFFFFFFF,can0
235,1786717967.7731931,609639.317906472,435357505,1,0,0,8,67048808030000FF,can0
236,1786717967.7737772,609639.318491222,435294785,1,0,0,8,800B670403FFFFFF,can0
237,1786717967.7743607,609639.319074972,435294785,1,0,0,8,81FFFFFFFFFFFFFF,can0
238,1786717967.7786975,609639.323414764,435357249,1,0,0,8,67FFFC00FFFFFFFF,can0
239,1786717967.7796304,609639.324345055,485490496,1,0,0,8,66998DED7C150000,can0
240,1786717967.7990265,609639.343746347,485442017,1,0,0,8,66990100D0EDFCFF,can0
241,1786717967.7998638,609639.344577805,485442017,1,0,0,8,66990100DCEDFEFF,can0
242,1786717967.8004954,609639.345209805,485442017,1,0,0,8,66990100DAEDFFFF,can0
243,1786717967.801081,609639.345794472,485442017,1,0,0,8,669901002720FFFF,can0
244,1786717967.801649,609639.346362555,485490497,1,0,0,8,6699DAED00000000,can0
245,1786717967.8022528,609639.346966055,485490497,1,0,0,8,6699272028D10300,can0
246,1786717967.8225968,609639.367316847,485490496,1,0,0,8,6699BCEDC71B0200,can0
247,1786717967.8240724,609639.368788055,485490496,1,0,0,8,6699B1EDA07A7900,can0
248,1786717967.825105,609639.369819514,485490496,1,0,0,8,6699CCECDEA80000,can0
249,1786717967.826552,609639.371267389,485490496,1,0,0,8,6699CBEC88780000,can0
250,1786717967.8272846,609639.37199968,485490496,1,0,0,8,6699DCEC3B9D0000,can0
251,1786717967.8286438,609639.373359889,485490496,1,0,0,8,6699DBECD87B0000,can0
252,1786717967.832112,609639.376833305,485490496,1,0,0,8,6699ECEC90680000,can0
253,1786717967.8364396,609639.381160139,485490496,1,0,0,8,6699EBEC67780000,can0
254,1786717967.843409,609639.38813018,485490496,1,0,0,8,6699FCEC756D0000,can0
255,1786717967.844441,609639.389155847,485490496,1,0,0,8,6699FBECAE4A0000,can0
256,1786717967.845771,609639.390489347,485490497,1,0,0,8,6699DCED4E110000,can0
257,1786717967.8496442,609639.394359764,485490497,1,0,0,8,6699DDEDD4280000,can0
258,1786717967.8504019,609639.39511643,485490497,1,0,0,8,6699D0ED38080000,can0
259,1786717967.8512728,609639.39598593,485490497,1,0,0,8,6699D1ED29010000,can0
260,1786717967.8519402,609639.396653889,485490497,1,0,0,8,6699D2ED35090000,can0
261,1786717967.8527231,609639.39743618,485490497,1,0,0,8,6699D3ED00010000,can0
262,1786717967.898741,609639.443461305,485441761,1,0,0,8,669915203D030000,can0
263,1786717967.8996444,609639.44435943,485490496,1,0,0,8,669915203D030000,can0
264,1786717967.9156525,609639.460372639,485442017,1,0,0,8,6699152003030000,can0
265,1786717967.916561,609639.461276555,485490497,1,0,0,8,6699152003030000,can0
266,1786717967.922918,609639.467656389,485490657,1,0,0,8,6699FF0FAC260000,can0
267,1786717967.9278378,609639.472558097,485490657,1,0,0,8,66991C20D846FFFF,can0
268,1786717968.0163627,609639.561083805,485490657,1,0,0,8,669902207C150000,can0
269,1786717968.1967123,609639.741431264,773,0,0,0,8,0000000000000000,can0
270,1786717968.1976893,609639.742403514,775,0,0,0,8,1234567856494300,can0
271,1786717968.260345,609639.805064639,485490497,1,0,0,8,66998DED7C150000,can0
272,1786717968.5096471,609640.054368264,502267712,1,0,0,8,A01D66994310019B,can0
273,1786717968.5107338,609640.055450639,502267712,1,0,0,8,A10E0A00FE3F0000,can0
274,1786717968.5138214,609640.058539931,502267712,1,0,0,8,A200000000000000,can0
275,1786717968.5166116,609640.061327514,502267712,1,0,0,8,A300000000000000,can0
276,1786717968.5174363,609640.062151847,502267712,1,0,0,8,A40000FFFFFFFFFF,can0
277,1786717968.5184398,609640.063159014,502267712,1,0,0,8,C01D66994210010A,can0
278,1786717968.5203154,609640.065038389,502267712,1,0,0,8,C19DA20161A00400,can0
279,1786717968.522049,609640.066768931,502267712,1,0,0,8,C200000000000000,can0
280,1786717968.5230303,609640.067742472,502267712,1,0,0,8,C300110000000000,can0
281,1786717968.523566,609640.068278764,502267712,1,0,0,8,C40000FFFFFFFFFF,can0
282,1786717968.5241246,609640.068837014,485490496,1,0,0,8,66990102FC000000,can0
283,1786717968.524628,609640.069341306,485490496,1,0,0,8,66990A02FC000000,can0
284,1786717968.5631926,609640.107912139,485490496,1,0,0,8,6699000201000000,can0
285,1786717968.564177,609640.108891014,485490496,1,0,0,8,6699020200000000,can0
286,1786717968.5649076,609640.109621431,485490496,1,0,0,8,6699070200000000,can0
287,1786717968.566514,609640.111231931,485490496,1,0,0,8,66991E0300000000,can0
288,1786717968.567515,609640.112229181,485490496,1,0,0,8,66991C0300000000,can0
289,1786717968.5684564,609640.113171847,485490496,1,0,0,8,66998DED7C150000,can0
290,1786717968.6098175,609640.154537639,485490496,1,0,0,8,66998FED18010000,can0
291,1786717968.612111,609640.156827056,485490496,1,0,0,8,6699ECED04740000,can0
292,1786717968.6136448,609640.158359431,485490496,1,0,0,8,6699DAED00000000,can0
293,1786717968.6723144,609640.217034431,485490497,1,0,0,8,6699BCED01B40100,can0
294,1786717968.6732674,609640.217981931,485490497,1,0,0,8,6699B1ED4333F505,can0
295,1786717968.674065,609640.218779514,485490497,1,0,0,8,6699CCECAA7B0000,can0
296,1786717968.6748133,609640.219527306,485490497,1,0,0,8,6699CBEC9A740000,can0
297,1786717968.6760004,609640.220714222,485490497,1,0,0,8,6699DCECBCAA0000,can0
298,1786717968.6769257,609640.221639014,485490497,1,0,0,8,6699DBEC5C780000,can0
299,1786717968.6779466,609640.222661889,485490497,1,0,0,8,6699ECECDB8A0000,can0
300,1786717968.6795645,609640.224280347,485490497,1,0,0,8,6699EBEC8B7B0000,can0
301,1786717968.6826556,609640.227372014,485490497,1,0,0,8,6699FCECD3020000,can0
302,1786717968.6836417,609640.228355931,485490497,1,0,0,8,6699FBEC4C550000,can0
303,1786717968.81042,609640.355140681,502267713,1,0,0,8,2026669950100000,can0
304,1786717968.8113468,609640.356061097,502267713,1,0,0,8,21010000FFFFFFFF,can0
305,1786717968.8120608,609640.356773597,502267713,1,0,0,8,228515AF14000000,can0
306,1786717968.8126554,609640.357369847,502267713,1,0,0,8,230000CC02000000,can0
307,1786717968.8132203,609640.357934181,502267713,1,0,0,8,2400350900009F01,can0
308,1786717968.8136823,609640.358394722,502267713,1,0,0,8,258A9A1300FFFFFF,can0
309,1786717968.8141017,609640.358815389,502267713,1,0,0,8,40286699A0100013,can0
310,1786717968.8145154,609640.359228431,502267713,1,0,0,8,410031003E003700,can0
311,1786717968.814918,609640.359630139,485490496,1,0,0,8,6699B3ED01000000,can0
312,1786717968.8159595,609640.360674139,485490496,1,0,0,8,6699BCED1F1C0200,can0
313,1786717968.816854,609640.361568556,502267713,1,0,0,8,425A002C02BF04E1,can0
314,1786717968.8180344,609640.362747889,502267713,1,0,0,8,430148055799FB98,can0
315,1786717968.818848,609640.363562681,502267713,1,0,0,8,448A9A9E5CFFFFFF,can0
316,1786717968.8197017,609640.364422097,502267713,1,0,0,8,45FFFFFFFFFFFFFF,can0
317,1786717968.825209,609640.369929181,485490496,1,0,0,8,6699BCED1F1C0200,can0
318,1786717968.8264198,609640.371134764,485490496,1,0,0,8,6699B1ED999C7900,can0
319,1786717968.8294897,609640.374205722,485490496,1,0,0,8,6699CCECBFA80000,can0
