sample_id,wall_ts,mono_ts,cell_index,voltage_v,reconstructed,source,pack_voltage_v
1,1786717263.698,608940.13292943,1,3.378,0,json:reported,54.03
1,1786717263.698,608940.13292943,2,3.378,0,json:reported,54.03
1,1786717263.698,608940.13292943,3,3.383,0,json:reported,54.03
1,1786717263.698,608940.13292943,4,3.382,0,json:reported,54.03
1,1786717263.698,608940.13292943,5,3.383,0,json:reported,54.03
1,1786717263.698,608940.13292943,6,3.371,0,json:reported,54.03
1,1786717263.698,608940.13292943,7,3.387,0,json:reported,54.03
1,1786717263.698,608940.13292943,8,3.37,0,json:reported,54.03
1,1786717263.698,608940.13292943,9,3.379,0,json:reported,54.03
1,1786717263.698,608940.13292943,10,3.38,0,json:reported,54.03
1,1786717263.698,608940.13292943,11,3.357,0,json:reported,54.03
1,1786717263.698,608940.13292943,12,3.374,0,json:reported,54.03
1,1786717263.698,608940.13292943,13,3.38,0,json:reported,54.03
1,1786717263.698,608940.13292943,14,3.374,0,json:reported,54.03
1,1786717263.698,608940.13292943,15,3.377,0,json:reported,54.03
1,1786717263.698,608940.13292943,16,3.3770000000000024,1,json:calculated,54.03
2,1786717263.698,608941.147438722,1,3.378,0,json:reported,54.03
2,1786717263.698,608941.147438722,2,3.378,0,json:reported,54.03
2,1786717263.698,608941.147438722,3,3.383,0,json:reported,54.03
2,1786717263.698,608941.147438722,4,3.382,0,json:reported,54.03
2,1786717263.698,608941.147438722,5,3.383,0,json:reported,54.03
2,1786717263.698,608941.147438722,6,3.371,0,json:reported,54.03
2,1786717263.698,608941.147438722,7,3.387,0,json:reported,54.03
2,1786717263.698,608941.147438722,8,3.37,0,json:reported,54.03
2,1786717263.698,608941.147438722,9,3.379,0,json:reported,54.03
2,1786717263.698,608941.147438722,10,3.38,0,json:reported,54.03
2,1786717263.698,608941.147438722,11,3.357,0,json:reported,54.03
2,1786717263.698,608941.147438722,12,3.374,0,json:reported,54.03
2,1786717263.698,608941.147438722,13,3.38,0,json:reported,54.03
2,1786717263.698,608941.147438722,14,3.374,0,json:reported,54.03
2,1786717263.698,608941.147438722,15,3.377,0,json:reported,54.03
2,1786717263.698,608941.147438722,16,3.3770000000000024,1,json:calculated,54.03
3,1786717263.698,608942.153260265,1,3.378,0,json:reported,54.03
3,1786717263.698,608942.153260265,2,3.378,0,json:reported,54.03
3,1786717263.698,608942.153260265,3,3.383,0,json:reported,54.03
3,1786717263.698,608942.153260265,4,3.382,0,json:reported,54.03
3,1786717263.698,608942.153260265,5,3.383,0,json:reported,54.03
3,1786717263.698,608942.153260265,6,3.371,0,json:reported,54.03
3,1786717263.698,608942.153260265,7,3.387,0,json:reported,54.03
3,1786717263.698,608942.153260265,8,3.37,0,json:reported,54.03
3,1786717263.698,608942.153260265,9,3.379,0,json:reported,54.03
3,1786717263.698,608942.153260265,10,3.38,0,json:reported,54.03
3,1786717263.698,608942.153260265,11,3.357,0,json:reported,54.03
3,1786717263.698,608942.153260265,12,3.374,0,json:reported,54.03
3,1786717263.698,608942.153260265,13,3.38,0,json:reported,54.03
3,1786717263.698,608942.153260265,14,3.374,0,json:reported,54.03
3,1786717263.698,608942.153260265,15,3.377,0,json:reported,54.03
3,1786717263.698,608942.153260265,16,3.3770000000000024,1,json:calculated,54.03
4,1786717263.698,608943.159761515,1,3.378,0,json:reported,54.03
4,1786717263.698,608943.159761515,2,3.378,0,json:reported,54.03
4,1786717263.698,608943.159761515,3,3.383,0,json:reported,54.03
4,1786717263.698,608943.159761515,4,3.382,0,json:reported,54.03
4,1786717263.698,608943.159761515,5,3.383,0,json:reported,54.03
4,1786717263.698,608943.159761515,6,3.371,0,json:reported,54.03
4,1786717263.698,608943.159761515,7,3.387,0,json:reported,54.03
4,1786717263.698,608943.159761515,8,3.37,0,json:reported,54.03
4,1786717263.698,608943.159761515,9,3.379,0,json:reported,54.03
4,1786717263.698,608943.159761515,10,3.38,0,json:reported,54.03
4,1786717263.698,608943.159761515,11,3.357,0,json:reported,54.03
4,1786717263.698,608943.159761515,12,3.374,0,json:reported,54.03
4,1786717263.698,608943.159761515,13,3.38,0,json:reported,54.03
4,1786717263.698,608943.159761515,14,3.374,0,json:reported,54.03
4,1786717263.698,608943.159761515,15,3.377,0,json:reported,54.03
4,1786717263.698,608943.159761515,16,3.3770000000000024,1,json:calculated,54.03
5,1786717271.819,608944.166621349,1,3.378,0,json:reported,54.03
5,1786717271.819,608944.166621349,2,3.378,0,json:reported,54.03
5,1786717271.819,608944.166621349,3,3.384,0,json:reported,54.03
5,1786717271.819,608944.166621349,4,3.382,0,json:reported,54.03
5,1786717271.819,608944.166621349,5,3.383,0,json:reported,54.03
5,1786717271.819,608944.166621349,6,3.371,0,json:reported,54.03
5,1786717271.819,608944.166621349,7,3.387,0,json:reported,54.03
5,1786717271.819,608944.166621349,8,3.37,0,json:reported,54.03
5,1786717271.819,608944.166621349,9,3.379,0,json:reported,54.03
5,1786717271.819,608944.166621349,10,3.381,0,json:reported,54.03
5,1786717271.819,608944.166621349,11,3.357,0,json:reported,54.03
5,1786717271.819,608944.166621349,12,3.374,0,json:reported,54.03
5,1786717271.819,608944.166621349,13,3.381,0,json:reported,54.03
5,1786717271.819,608944.166621349,14,3.374,0,json:reported,54.03
5,1786717271.819,608944.166621349,15,3.377,0,json:reported,54.03
5,1786717271.819,608944.166621349,16,3.3740000000000023,1,json:calculated,54.03
6,1786717271.819,608945.172078391,1,3.378,0,json:reported,54.03
6,1786717271.819,608945.172078391,2,3.378,0,json:reported,54.03
6,1786717271.819,608945.172078391,3,3.384,0,json:reported,54.03
6,1786717271.819,608945.172078391,4,3.382,0,json:reported,54.03
6,1786717271.819,608945.172078391,5,3.383,0,json:reported,54.03
6,1786717271.819,608945.172078391,6,3.371,0,json:reported,54.03
6,1786717271.819,608945.172078391,7,3.387,0,json:reported,54.03
6,1786717271.819,608945.172078391,8,3.37,0,json:reported,54.03
6,1786717271.819,608945.172078391,9,3.379,0,json:reported,54.03
6,1786717271.819,608945.172078391,10,3.381,0,json:reported,54.03
6,1786717271.819,608945.172078391,11,3.357,0,json:reported,54.03
6,1786717271.819,608945.172078391,12,3.374,0,json:reported,54.03
6,1786717271.819,608945.172078391,13,3.381,0,json:reported,54.03
6,1786717271.819,608945.172078391,14,3.374,0,json:reported,54.03
6,1786717271.819,608945.172078391,15,3.377,0,json:reported,54.03
6,1786717271.819,608945.172078391,16,3.3740000000000023,1,json:calculated,54.03
7,1786717271.819,608946.181218683,1,3.378,0,json:reported,54.03
7,1786717271.819,608946.181218683,2,3.378,0,json:reported,54.03
7,1786717271.819,608946.181218683,3,3.384,0,json:reported,54.03
7,1786717271.819,608946.181218683,4,3.382,0,json:reported,54.03
7,1786717271.819,608946.181218683,5,3.383,0,json:reported,54.03
7,1786717271.819,608946.181218683,6,3.371,0,json:reported,54.03
7,1786717271.819,608946.181218683,7,3.387,0,json:reported,54.03
7,1786717271.819,608946.181218683,8,3.37,0,json:reported,54.03
7,1786717271.819,608946.181218683,9,3.379,0,json:reported,54.03
7,1786717271.819,608946.181218683,10,3.381,0,json:reported,54.03
7,1786717271.819,608946.181218683,11,3.357,0,json:reported,54.03
7,1786717271.819,608946.181218683,12,3.374,0,json:reported,54.03
7,1786717271.819,608946.181218683,13,3.381,0,json:reported,54.03
7,1786717271.819,608946.181218683,14,3.374,0,json:reported,54.03
7,1786717271.819,608946.181218683,15,3.377,0,json:reported,54.03
7,1786717271.819,608946.181218683,16,3.3740000000000023,1,json:calculated,54.03
8,1786717271.819,608947.187274725,1,3.378,0,json:reported,54.03
8,1786717271.819,608947.187274725,2,3.378,0,json:reported,54.03
8,1786717271.819,608947.187274725,3,3.384,0,json:reported,54.03
8,1786717271.819,608947.187274725,4,3.382,0,json:reported,54.03
8,1786717271.819,608947.187274725,5,3.383,0,json:reported,54.03
8,1786717271.819,608947.187274725,6,3.371,0,json:reported,54.03
8,1786717271.819,608947.187274725,7,3.387,0,json:reported,54.03
8,1786717271.819,608947.187274725,8,3.37,0,json:reported,54.03
8,1786717271.819,608947.187274725,9,3.379,0,json:reported,54.03
8,1786717271.819,608947.187274725,10,3.381,0,json:reported,54.03
8,1786717271.819,608947.187274725,11,3.357,0,json:reported,54.03
8,1786717271.819,608947.187274725,12,3.374,0,json:reported,54.03
8,1786717271.819,608947.187274725,13,3.381,0,json:reported,54.03
8,1786717271.819,608947.187274725,14,3.374,0,json:reported,54.03
8,1786717271.819,608947.187274725,15,3.377,0,json:reported,54.03
8,1786717271.819,608947.187274725,16,3.3740000000000023,1,json:calculated,54.03
9,1786717271.819,608948.194060934,1,3.378,0,json:reported,54.03
9,1786717271.819,608948.194060934,2,3.378,0,json:reported,54.03
9,1786717271.819,608948.194060934,3,3.384,0,json:reported,54.03
9,1786717271.819,608948.194060934,4,3.382,0,json:reported,54.03
9,1786717271.819,608948.194060934,5,3.383,0,json:reported,54.03
9,1786717271.819,608948.194060934,6,3.371,0,json:reported,54.03
9,1786717271.819,608948.194060934,7,3.387,0,json:reported,54.03
9,1786717271.819,608948.194060934,8,3.37,0,json:reported,54.03
9,1786717271.819,608948.194060934,9,3.379,0,json:reported,54.03
9,1786717271.819,608948.194060934,10,3.381,0,json:reported,54.03
9,1786717271.819,608948.194060934,11,3.357,0,json:reported,54.03
9,1786717271.819,608948.194060934,12,3.374,0,json:reported,54.03
9,1786717271.819,608948.194060934,13,3.381,0,json:reported,54.03
9,1786717271.819,608948.194060934,14,3.374,0,json:reported,54.03
9,1786717271.819,608948.194060934,15,3.377,0,json:reported,54.03
9,1786717271.819,608948.194060934,16,3.3740000000000023,1,json:calculated,54.03
10,1786717271.819,608949.199525643,1,3.378,0,json:reported,54.03
10,1786717271.819,608949.199525643,2,3.378,0,json:reported,54.03
10,1786717271.819,608949.199525643,3,3.384,0,json:reported,54.03
10,1786717271.819,608949.199525643,4,3.382,0,json:reported,54.03
